,Car_name,Year,Distance,Fuel_type,Drive,Price
5976,2018 Renault Duster RXE PETROL,2018,"59,166 KM",PETROL,MANUAL,₹6.51 Lakh
5977,2021 Honda City 1.5L I-VTEC VX,2021,"30,195 KM",PETROL,MANUAL,"₹10.14 Lakh
₹10.80 Lakh
(66k off)"
5978,2021 Hyundai AURA S 1.2 CNG,2021,"20,083 KM",CNG,MANUAL,"₹7.95 Lakh
₹8.21 Lakh
(26k off)"
5979,2017 Mahindra Kuv100 K4 6 STR,2017,"50,063 KM",PETROL,MANUAL,₹3.20 Lakh
5980,2014 Maruti Celerio VXI CNG,2014,"74,958 KM",CNG,MANUAL,"₹3.34 Lakh
₹3.68 Lakh
(34k off)"
5981,2020 KIA SELTOS GTX PLUS 1.4 PETROL,2020,"61,377 KM",PETROL,MANUAL,"₹12.84 Lakh
₹14.07 Lakh
(1.23L off)"
5982,2018 Maruti Baleno DELTA PETROL 1.2,2018,"20,283 KM",PETROL,MANUAL,"₹5.18 Lakh
₹5.82 Lakh
(64k off)"
5983,2017 Honda City 1.5L I-VTEC ZX CVT,2017,"43,060 KM",PETROL,AUTOMATIC,"₹6.67 Lakh
₹7.87 Lakh
(1.2L off)"
5984,2021 Hyundai NEW I20 ASTA 1.2 MT,2021,"41,474 KM",PETROL,MANUAL,"₹7.42 Lakh
₹8.08 Lakh
(66k off)"
5985,2014 Ford Ecosport TITANIUM 1.5L PETROL AT,2014,"71,724 KM",PETROL,AUTOMATIC,"₹5.07 Lakh
₹5.71 Lakh
(64k off)"
5986,2017 Maruti Dzire ZXI PLUS,2017,"58,184 KM",PETROL,MANUAL,₹6.43 Lakh
5987,2017 Maruti IGNIS ZETA 1.2 AMT,2017,"62,588 KM",PETROL,AUTOMATIC,"₹4.37 Lakh
₹5.04 Lakh
(67k off)"
5988,2019 Maruti New Wagon-R ZXI 1.2 AMT,2019,"43,915 KM",PETROL,AUTOMATIC,"₹4.87 Lakh
₹5.85 Lakh
(98k off)"
5989,2018 Maruti Wagon R 1.0 LXI CNG,2018,"60,667 KM",CNG,MANUAL,"₹3.89 Lakh
₹4.28 Lakh
(39k off)"
5990,2017 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,2017,"62,980 KM",PETROL,MANUAL,₹4.93 Lakh
5991,2015 Hyundai Elite i20 ASTA 1.2,2015,"31,287 KM",PETROL,MANUAL,"₹6.46 Lakh
₹6.59 Lakh
(13k off)"
5992,2019 Renault Kwid RXT 1.0 AMT (O),2019,"35,048 KM",PETROL,AUTOMATIC,"₹3.67 Lakh
₹4.06 Lakh
(39k off)"
5993,2017 Maruti Baleno DELTA PETROL 1.2,2017,"37,990 KM",PETROL,MANUAL,"₹5.63 Lakh
₹6.06 Lakh
(43k off)"
5994,2014 Maruti Ertiga VDI,2014,"74,074 KM",DIESEL,MANUAL,₹7.59 Lakh
5995,2020 Maruti S PRESSO VXI (O),2020,"56,904 KM",PETROL,MANUAL,"₹3.92 Lakh
₹4.36 Lakh
(43.8k off)"
5996,2019 Hyundai Elite i20 ASTA 1.2 (O),2019,"28,713 KM",PETROL,MANUAL,"₹7.36 Lakh
₹7.94 Lakh
(58.5k off)"
5997,2023 Toyota Glanza V AMT,2023,"5,827 KM",PETROL,AUTOMATIC,"₹9.96 Lakh
₹10.38 Lakh
(42k off)"
5998,2021 Toyota Glanza G,2021,"19,577 KM",PETROL,MANUAL,"₹7.86 Lakh
₹8.25 Lakh
(39k off)"
5999,2023 Toyota Glanza G AMT,2023,"3,145 KM",PETROL,AUTOMATIC,₹9.03 Lakh
6000,2020 Maruti Baleno DELTA PETROL 1.2,2020,"28,811 KM",PETROL,MANUAL,₹6.72 Lakh
6001,2022 Hyundai NEW SANTRO MAGNA,2022,"33,027 KM",PETROL,MANUAL,"₹4.88 Lakh
₹5.52 Lakh
(64k off)"
6002,2016 Maruti Celerio VXI CNG,2016,"91,598 KM",CNG,MANUAL,"₹3.64 Lakh
₹4.04 Lakh
(40k off)"
6003,2018 Maruti Baleno ZETA PETROL 1.2,2018,"46,694 KM",PETROL,MANUAL,"₹5.01 Lakh
₹5.70 Lakh
(69k off)"
6004,2015 Hyundai Creta SX PLUS 1.6 PETROL,2015,"1,01,468 KM",PETROL,MANUAL,"₹6.33 Lakh
₹7.30 Lakh
(97k off)"
6005,2020 Hyundai Creta SX IVT 1.5 PETROL,2020,"30,662 KM",PETROL,AUTOMATIC,"₹13.96 Lakh
₹14.75 Lakh
(79k off)"
6006,2018 Maruti Swift ZXI AMT,2018,"89,728 KM",PETROL,AUTOMATIC,"₹6.26 Lakh
₹6.49 Lakh
(23k off)"
6007,2015 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,2015,"47,150 KM",PETROL,MANUAL,"₹4.50 Lakh
₹5.13 Lakh
(63k off)"
6008,2018 Maruti Swift VXI,2018,"17,681 KM",PETROL,MANUAL,"₹5.92 Lakh
₹6.38 Lakh
(46k off)"
6009,2017 Maruti Celerio VXI AMT (O),2017,"70,252 KM",PETROL,AUTOMATIC,"₹4.04 Lakh
₹4.70 Lakh
(66k off)"
6010,2017 Maruti Baleno DELTA PETROL 1.2,2017,"46,272 KM",PETROL,MANUAL,"₹5.67 Lakh
₹5.85 Lakh
(18k off)"
6011,2017 Maruti Baleno ALPHA PETROL 1.2,2017,"67,491 KM",PETROL,MANUAL,"₹5.00 Lakh
₹5.78 Lakh
(78k off)"
6012,2021 Maruti Baleno ZETA PETROL 1.2,2021,"10,223 KM",PETROL,MANUAL,"₹6.60 Lakh
₹7.46 Lakh
(86k off)"
6013,2016 Hyundai Xcent S 1.2,2016,"72,393 KM",PETROL,MANUAL,"₹4.12 Lakh
₹4.74 Lakh
(62k off)"
6014,2012 Hyundai Eon D-LITE+,2012,"23,440 KM",PETROL,MANUAL,"₹2.49 Lakh
₹2.57 Lakh
(8k off)"
6015,2016 Honda City 1.5L I-VTEC V MT,2016,"60,484 KM",PETROL,MANUAL,"₹5.98 Lakh
₹6.48 Lakh
(50k off)"
6016,2020 Hyundai VENUE SX PLUS 1.0 TURBO DCT,2020,"30,959 KM",PETROL,AUTOMATIC,"₹8.38 Lakh
₹9.39 Lakh
(1.01L off)"
6017,2019 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2019,"16,242 KM",PETROL,MANUAL,"₹5.35 Lakh
₹5.60 Lakh
(25k off)"
6018,2018 Honda WR-V 1.2L I-VTEC VX MT,2018,"45,991 KM",PETROL,MANUAL,"₹6.03 Lakh
₹7.38 Lakh
(1.35L off)"
6019,2021 Hyundai Creta SX (O) IVT 1.5 PETROL,2021,"21,148 KM",PETROL,AUTOMATIC,"₹15.39 Lakh
₹16.08 Lakh
(68.5k off)"
6020,2014 Honda Amaze 1.5L I-DTEC SX,2014,"1,21,568 KM",DIESEL,MANUAL,"₹3.65 Lakh
₹3.93 Lakh
(28k off)"
6021,2013 Maruti Ertiga ZDI,2013,"91,696 KM",DIESEL,MANUAL,"₹6.05 Lakh
₹6.69 Lakh
(64k off)"
6022,2018 Skoda Kodiaq STYLE 2.0 TDI 4X4 AT,2018,"1,21,906 KM",DIESEL,AUTOMATIC,"₹18.14 Lakh
₹20.15 Lakh
(2.01L off)"
6023,2018 Hyundai Verna 1.4 EX PETROL,2018,"62,102 KM",PETROL,MANUAL,"₹7.81 Lakh
₹8.44 Lakh
(63k off)"
6024,2017 Hyundai Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,2017,"82,713 KM",PETROL,MANUAL,₹4.71 Lakh
6025,2013 Maruti Swift Dzire VXI,2013,"63,879 KM",PETROL,MANUAL,"₹4.55 Lakh
₹4.91 Lakh
(36k off)"
6026,2017 Mahindra Kuv100 K4 6 STR,2017,"33,573 KM",PETROL,MANUAL,"₹4.03 Lakh
₹4.40 Lakh
(37k off)"
6027,2015 Maruti Swift Dzire VXI,2015,"96,263 KM",PETROL,MANUAL,₹5.30 Lakh
6028,2011 Maruti Ritz VXI,2011,"75,210 KM",PETROL,MANUAL,"₹3.03 Lakh
₹3.55 Lakh
(52k off)"
6029,2021 Renault Kwid RXT 0.8,2021,"35,046 KM",PETROL,MANUAL,"₹3.97 Lakh
₹4.66 Lakh
(69k off)"
6030,2011 Hyundai i10 MAGNA 1.2,2011,"84,964 KM",PETROL,MANUAL,"₹2.05 Lakh
₹2.43 Lakh
(38k off)"
6031,2020 Tata ALTROZ XZ PETROL,2020,"40,234 KM",PETROL,MANUAL,"₹7.44 Lakh
₹7.96 Lakh
(52k off)"
6032,2018 Renault Duster 85 PS RXE DIESEL,2018,"56,619 KM",DIESEL,MANUAL,"₹5.50 Lakh
₹6.21 Lakh
(71k off)"
6033,2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2018,"10,003 KM",PETROL,MANUAL,"₹5.02 Lakh
₹5.25 Lakh
(23k off)"
6034,2016 Maruti Wagon R 1.0 VXI,2016,"42,382 KM",PETROL,MANUAL,"₹2.93 Lakh
₹3.27 Lakh
(34k off)"
6035,2021 Tata Tiago XZA PETROL,2021,"25,243 KM",PETROL,AUTOMATIC,"₹6.17 Lakh
₹6.67 Lakh
(50k off)"
6036,2012 Maruti Swift Dzire VXI,2012,"62,963 KM",PETROL,MANUAL,"₹3.48 Lakh
₹3.83 Lakh
(35k off)"
6037,2021 Maruti Swift VXI,2021,"42,345 KM",PETROL,MANUAL,"₹6.44 Lakh
₹7.00 Lakh
(56k off)"
6038,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2019,"26,227 KM",PETROL,MANUAL,"₹5.60 Lakh
₹6.28 Lakh
(68k off)"
6039,2018 Maruti Alto 800 LXI,2018,"16,914 KM",PETROL,MANUAL,"₹3.28 Lakh
₹3.46 Lakh
(18k off)"
6040,2011 Maruti Alto K10 VXI,2011,"66,266 KM",PETROL,MANUAL,"₹2.00 Lakh
₹2.23 Lakh
(23k off)"
6041,2014 Honda City 1.5L I-VTEC V MT,2014,"52,671 KM",PETROL,MANUAL,"₹4.57 Lakh
₹4.92 Lakh
(35k off)"
6042,2018 Renault Kwid RXT 0.8 (O),2018,"56,973 KM",PETROL,MANUAL,"₹3.42 Lakh
₹3.88 Lakh
(46k off)"
6043,2021 MG HECTOR SHARP 2.0 DIESEL,2021,"94,367 KM",DIESEL,MANUAL,"₹14.09 Lakh
₹16.49 Lakh
(2.4L off)"
6044,2019 Maruti Dzire VXI AMT,2019,"47,204 KM",PETROL,AUTOMATIC,"₹5.62 Lakh
₹5.95 Lakh
(33k off)"
6045,2017 Ford Ecosport TREND+ 1.5L DIESEL,2017,"65,447 KM",DIESEL,MANUAL,"₹6.99 Lakh
₹7.71 Lakh
(72k off)"
6046,2019 Hyundai NEW SANTRO SPORTZ AMT,2019,"16,631 KM",PETROL,AUTOMATIC,"₹4.95 Lakh
₹5.76 Lakh
(81k off)"
6047,2017 Hyundai Elite i20 ASTA 1.2,2017,"38,701 KM",PETROL,MANUAL,"₹6.36 Lakh
₹7.27 Lakh
(90.7k off)"
6048,2021 Tata ALTROZ XZ I-TURBO PETROL,2021,"18,294 KM",PETROL,MANUAL,"₹8.38 Lakh
₹8.79 Lakh
(41k off)"
6049,2022 KIA SELTOS HTE 1.5 PETROL,2022,"11,656 KM",PETROL,MANUAL,"₹10.14 Lakh
₹10.44 Lakh
(30k off)"
6050,2015 Renault Duster 85 PS RXL PLUS DIESEL,2015,"40,920 KM",DIESEL,MANUAL,"₹6.23 Lakh
₹6.66 Lakh
(43k off)"
6051,2018 Maruti Celerio ZXI,2018,"1,15,186 KM",PETROL,MANUAL,"₹3.96 Lakh
₹4.86 Lakh
(90k off)"
6052,2020 KIA SELTOS GTX PLUS DCT 1.4 PETROL,2020,"34,698 KM",PETROL,AUTOMATIC,"₹14.63 Lakh
₹15.23 Lakh
(60k off)"
6053,2021 Hyundai Verna SX 1.5 VTVT IVT,2021,241 KM,PETROL,AUTOMATIC,₹13.19 Lakh
6054,2020 Renault Kwid RXT 1.0 (O),2020,"54,195 KM",PETROL,MANUAL,"₹4.22 Lakh
₹4.84 Lakh
(62k off)"
6055,2013 Renault Duster 110 PS RXZ DIESEL,2013,"1,22,814 KM",DIESEL,MANUAL,"₹3.52 Lakh
₹3.67 Lakh
(15k off)"
6056,2022 KIA CARENS LUXURY PLUS 1.5 DIESEL AT 7 STR,2022,"19,477 KM",DIESEL,AUTOMATIC,₹17.04 Lakh
6057,2019 Hyundai NEW SANTRO SPORTZ MT,2019,"41,893 KM",PETROL,MANUAL,"₹4.50 Lakh
₹4.86 Lakh
(36k off)"
6058,2015 Maruti Swift VXI,2015,"51,182 KM",PETROL,MANUAL,"₹5.06 Lakh
₹5.92 Lakh
(86k off)"
6059,2014 Hyundai Eon ERA +,2014,"71,292 KM",PETROL,MANUAL,₹2.21 Lakh
6060,2020 MG HECTOR PLUS SHARP 1.5 PETROL TURBO DCT 6-STR,2020,"53,521 KM",PETROL,AUTOMATIC,"₹15.60 Lakh
₹16.26 Lakh
(66k off)"
6061,2015 Hyundai Eon MAGNA +,2015,"49,908 KM",PETROL,MANUAL,"₹2.25 Lakh
₹2.47 Lakh
(22k off)"
6062,2017 Volkswagen Polo HIGHLINE1.2L,2017,"50,029 KM",PETROL,MANUAL,"₹5.80 Lakh
₹6.37 Lakh
(57k off)"
6063,2016 Mahindra Kuv100 K4 6 STR,2016,"54,428 KM",PETROL,MANUAL,"₹4.60 Lakh
₹4.78 Lakh
(18k off)"
6064,2015 Tata Zest XT PETROL,2015,"58,442 KM",PETROL,MANUAL,"₹3.63 Lakh
₹3.92 Lakh
(29k off)"
6065,2019 Honda City 1.5L I-VTE V CVT,2019,"60,298 KM",PETROL,AUTOMATIC,"₹8.81 Lakh
₹9.43 Lakh
(62k off)"
6066,2022 Hyundai NEW I20 N LINE N8 1.0 TURBO GDI DCT,2022,"7,454 KM",PETROL,AUTOMATIC,"₹11.09 Lakh
₹11.95 Lakh
(85.7k off)"
6067,2019 Maruti Baleno ZETA CVT PETROL 1.2,2019,"24,696 KM",PETROL,AUTOMATIC,"₹7.44 Lakh
₹8.97 Lakh
(1.53L off)"
6068,2016 Maruti Baleno ZETA PETROL 1.2,2016,"29,855 KM",PETROL,MANUAL,₹5.60 Lakh
6069,2017 Jeep Compass LIMITED (O) 2.0 DIESEL,2017,"1,38,689 KM",DIESEL,MANUAL,"₹11.45 Lakh
₹13.55 Lakh
(2.1L off)"
6070,2019 Datsun Redi Go T (O),2019,"20,851 KM",PETROL,MANUAL,"₹2.58 Lakh
₹2.81 Lakh
(23k off)"
6071,2020 Hyundai Creta SX (O) 1.4 TURBO DCT,2020,"16,817 KM",PETROL,AUTOMATIC,"₹16.97 Lakh
₹18.71 Lakh
(1.74L off)"
6072,2022 Honda Amaze 1.2L I-VTEC VX CVT,2022,"11,623 KM",PETROL,AUTOMATIC,"₹8.78 Lakh
₹9.23 Lakh
(45k off)"
6073,2019 Renault Kwid RXL,2019,"64,399 KM",PETROL,MANUAL,"₹3.39 Lakh
₹3.90 Lakh
(51k off)"
6074,2022 Hyundai Creta SX (O) AT KINGHT 1.5 DIESEL,2022,"35,513 KM",DIESEL,AUTOMATIC,₹17.53 Lakh
6075,2017 Volkswagen Ameo HIGHLINE PLUS 1.5L AT 16 ALLOY,2017,"1,02,724 KM",DIESEL,AUTOMATIC,"₹4.76 Lakh
₹5.19 Lakh
(43k off)"
6076,2015 Honda Brio VX AT,2015,"53,928 KM",PETROL,AUTOMATIC,"₹3.77 Lakh
₹4.34 Lakh
(57k off)"
6077,2020 Tata NEXON XM SUNROOF DIESEL,2020,"71,108 KM",DIESEL,MANUAL,₹7.16 Lakh
6078,2018 Datsun Redi Go S 1.0 AMT,2018,"40,230 KM",PETROL,AUTOMATIC,₹3.02 Lakh
6079,2016 Hyundai Creta SX PLUS 1.6 PETROL,2016,"70,474 KM",PETROL,MANUAL,"₹8.26 Lakh
₹8.59 Lakh
(33k off)"
6080,2021 Tata ALTROZ XZ PLUS PETROL,2021,"11,524 KM",PETROL,MANUAL,₹8.10 Lakh
6081,2019 Maruti IGNIS ALPHA 1.2,2019,"32,891 KM",PETROL,MANUAL,"₹5.90 Lakh
₹6.37 Lakh
(47k off)"
6082,2019 Ford FREESTYLE TITANIUM PLUS 1.2 PETROL,2019,"86,744 KM",PETROL,MANUAL,"₹5.52 Lakh
₹6.15 Lakh
(63k off)"
6083,2014 Hyundai Verna FLUIDIC 1.6 VTVT SX,2014,"46,319 KM",PETROL,MANUAL,₹5.95 Lakh
6084,2016 Mahindra XUV500 W10 AWD,2016,"86,876 KM",DIESEL,MANUAL,₹10.25 Lakh
6085,2019 Maruti New Wagon-R LXI CNG 1.0,2019,"71,919 KM",CNG,MANUAL,"₹4.84 Lakh
₹5.28 Lakh
(44k off)"
6086,2015 Hyundai Creta SX 1.6 DIESEL,2015,"77,883 KM",DIESEL,MANUAL,"₹7.91 Lakh
₹8.34 Lakh
(43.5k off)"
6087,2021 Maruti S PRESSO VXI+,2021,"30,830 KM",PETROL,MANUAL,"₹4.32 Lakh
₹4.99 Lakh
(67k off)"
6088,2019 Hyundai NEW SANTRO SPORTZ MT,2019,"66,855 KM",CNG,MANUAL,₹4.60 Lakh
6089,2019 Honda Amaze 1.2L I-VTEC S,2019,"62,006 KM",PETROL,MANUAL,"₹5.70 Lakh
₹6.29 Lakh
(59k off)"
6090,2018 Tata NEXON XZ PETROL,2018,"50,999 KM",PETROL,MANUAL,"₹6.65 Lakh
₹7.11 Lakh
(46k off)"
6091,2019 Mahindra XUV300 W4 1.2 PETROL,2019,"20,234 KM",PETROL,MANUAL,"₹7.15 Lakh
₹7.50 Lakh
(35k off)"
6092,2015 Hyundai Elite i20 ASTA 1.2,2015,"65,957 KM",PETROL,MANUAL,"₹4.82 Lakh
₹5.59 Lakh
(77k off)"
6093,2019 Maruti Ciaz SIGMA 1.5 SHVS MT PETROL,2019,"16,059 KM",PETROL,MANUAL,"₹7.64 Lakh
₹8.10 Lakh
(46k off)"
6094,2014 Maruti Alto 800 LXI CNG,2014,"49,941 KM",CNG,MANUAL,"₹2.37 Lakh
₹2.72 Lakh
(35.3k off)"
6095,2018 Ford Ecosport TREND + 1.5L PETROL AT,2018,"59,781 KM",PETROL,AUTOMATIC,"₹7.30 Lakh
₹7.58 Lakh
(28k off)"
6096,2013 Hyundai i20 SPORTZ 1.2,2013,"51,562 KM",PETROL,MANUAL,₹4.60 Lakh
6097,2014 Honda City 1.5L I-VTEC SV,2014,"76,894 KM",PETROL,MANUAL,"₹4.64 Lakh
₹5.23 Lakh
(59k off)"
6098,2020 Maruti S PRESSO VXI+,2020,"31,237 KM",PETROL,MANUAL,"₹4.37 Lakh
₹5.00 Lakh
(63k off)"
6099,2017 Volkswagen Vento HIGHLINE PLUS 1.2 AT 16 ALLOY,2017,"32,039 KM",PETROL,AUTOMATIC,"₹7.98 Lakh
₹8.14 Lakh
(16k off)"
6100,2016 Honda City 1.5L I-VTEC VX CVT,2016,"95,723 KM",PETROL,AUTOMATIC,"₹6.65 Lakh
₹7.10 Lakh
(45k off)"
6101,2019 Hyundai NEW SANTRO SPORTZ AMT,2019,"35,855 KM",PETROL,AUTOMATIC,"₹4.99 Lakh
₹5.87 Lakh
(88k off)"
6102,2018 Maruti Celerio VXI CNG,2018,"1,06,820 KM",CNG,MANUAL,"₹4.54 Lakh
₹5.10 Lakh
(56.3k off)"
6103,2014 Maruti Swift Dzire VDI,2014,"42,267 KM",DIESEL,MANUAL,₹5.22 Lakh
6104,2018 Maruti Swift VXI AMT,2018,"39,109 KM",PETROL,AUTOMATIC,"₹6.36 Lakh
₹6.61 Lakh
(25k off)"
6105,2016 Maruti Wagon R 1.0 VXI AMT,2016,"53,215 KM",PETROL,AUTOMATIC,"₹4.71 Lakh
₹4.84 Lakh
(13k off)"
6106,2014 Maruti Ciaz VDI,2014,"60,741 KM",DIESEL,MANUAL,"₹5.28 Lakh
₹6.04 Lakh
(76k off)"
6107,2019 Maruti Baleno DELTA CVT PETROL 1.2,2019,"20,830 KM",PETROL,AUTOMATIC,"₹7.12 Lakh
₹8.15 Lakh
(1.03L off)"
6108,2018 Maruti Baleno ALPHA DIESEL 1.3,2018,"52,507 KM",DIESEL,MANUAL,"₹7.03 Lakh
₹7.76 Lakh
(73k off)"
6109,2016 Maruti Swift Dzire LXI (O),2016,"27,239 KM",PETROL,MANUAL,"₹4.92 Lakh
₹5.43 Lakh
(51k off)"
6110,2022 Mahindra XUV300 W6 1.5 DIESEL,2022,"30,636 KM",DIESEL,MANUAL,"₹8.66 Lakh
₹10.33 Lakh
(1.67L off)"
6111,2018 Maruti Alto K10 VXI (O) AMT,2018,"20,262 KM",PETROL,AUTOMATIC,₹3.78 Lakh
6112,2021 Hyundai VENUE S 1.2,2021,"27,646 KM",PETROL,MANUAL,₹7.71 Lakh
6113,2015 Hyundai Elite i20 SPORTZ 1.4 (O) CRDI,2015,"72,245 KM",DIESEL,MANUAL,"₹5.67 Lakh
₹6.32 Lakh
(65k off)"
6114,2022 KIA SELTOS GTX PLUS AT 1.5 DIESEL,2022,"42,297 KM",DIESEL,AUTOMATIC,"₹16.62 Lakh
₹17.54 Lakh
(92k off)"
6115,2014 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,2014,"73,090 KM",PETROL,AUTOMATIC,₹4.02 Lakh
6116,2019 Maruti Ciaz ALPHA 1.5 SHVS PETROL,2019,"52,040 KM",PETROL,MANUAL,"₹7.59 Lakh
₹8.81 Lakh
(1.22L off)"
6117,2019 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,2019,"46,309 KM",PETROL,AUTOMATIC,"₹6.52 Lakh
₹6.89 Lakh
(37k off)"
6118,2019 KIA SELTOS GTX PLUS DCT 1.4 PETROL,2019,"76,470 KM",PETROL,AUTOMATIC,"₹14.26 Lakh
₹16.04 Lakh
(1.78L off)"
6119,2017 Honda City 1.5L I-VTEC VX CVT,2017,"37,193 KM",PETROL,AUTOMATIC,"₹8.48 Lakh
₹8.74 Lakh
(26k off)"
6120,2017 Maruti Swift VXI O,2017,"32,663 KM",PETROL,MANUAL,"₹5.43 Lakh
₹5.82 Lakh
(39k off)"
6121,2017 Tata NEXON XZ PLUS PETROL,2017,"68,490 KM",PETROL,MANUAL,"₹6.39 Lakh
₹6.71 Lakh
(32k off)"
6122,2022 Maruti New Wagon-R LXI 1.0,2022,"13,984 KM",PETROL,MANUAL,"₹5.16 Lakh
₹5.58 Lakh
(42k off)"
6123,2014 Honda City 1.5L I-VTEC SV CVT,2014,"63,962 KM",PETROL,AUTOMATIC,"₹5.48 Lakh
₹6.03 Lakh
(54.7k off)"
6124,2018 Maruti Celerio ZXI,2018,"34,214 KM",PETROL,MANUAL,₹4.40 Lakh
6125,2017 Maruti Swift LXI (O),2017,"22,690 KM",PETROL,MANUAL,"₹4.31 Lakh
₹4.48 Lakh
(17k off)"
6126,2022 Nissan MAGNITE XE,2022,"12,695 KM",PETROL,MANUAL,"₹5.98 Lakh
₹6.09 Lakh
(11k off)"
6127,2019 Mahindra XUV300 W8 (O) 1.5 DIESEL,2019,"56,293 KM",DIESEL,MANUAL,"₹9.06 Lakh
₹10.46 Lakh
(1.4L off)"
6128,2015 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2015,"66,016 KM",PETROL,MANUAL,"₹4.06 Lakh
₹4.55 Lakh
(49k off)"
6129,2016 Hyundai Xcent S 1.2 SPECIAL EDITION,2016,"81,183 KM",CNG,MANUAL,"₹5.20 Lakh
₹5.73 Lakh
(53k off)"
6130,2017 Hyundai Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,2017,"41,429 KM",CNG,AUTOMATIC,"₹5.15 Lakh
₹5.99 Lakh
(84k off)"
6131,2014 Hyundai Xcent S (O) 1.2,2014,"20,179 KM",PETROL,MANUAL,"₹3.84 Lakh
₹4.10 Lakh
(26k off)"
6132,2015 Hyundai Xcent S 1.2,2015,"70,021 KM",PETROL,MANUAL,₹4.37 Lakh
6133,2021 Maruti Alto VXI,2021,"10,327 KM",PETROL,MANUAL,"₹3.94 Lakh
₹4.30 Lakh
(36k off)"
6134,2019 Ford Ecosport TITANIUM 1.5L PETROL,2019,"33,140 KM",PETROL,MANUAL,"₹7.66 Lakh
₹8.18 Lakh
(52k off)"
6135,2020 Renault Kwid RXT 1.0 (O),2020,"6,299 KM",PETROL,MANUAL,"₹4.44 Lakh
₹5.17 Lakh
(73.4k off)"
6136,2014 Volkswagen Vento HIGHLINE 1.6 MPI,2014,"71,432 KM",PETROL,MANUAL,"₹3.56 Lakh
₹3.92 Lakh
(36.13k off)"
6137,2019 Maruti Ciaz DELTA AT 1.5 SHVS PETROL,2019,"22,781 KM",PETROL,AUTOMATIC,"₹8.22 Lakh
₹9.09 Lakh
(87k off)"
6138,2017 Hyundai Eon MAGNA + AIRBAG,2017,"50,650 KM",PETROL,MANUAL,"₹3.27 Lakh
₹3.65 Lakh
(38k off)"
6139,2015 Hyundai Creta SX (O) 1.6 DIESEL,2015,"81,175 KM",DIESEL,MANUAL,"₹8.11 Lakh
₹8.20 Lakh
(9k off)"
6140,2017 Honda City 1.5L I-VTEC VX CVT,2017,"98,074 KM",PETROL,AUTOMATIC,"₹8.30 Lakh
₹8.38 Lakh
(8k off)"
6141,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2017,"41,236 KM",PETROL,MANUAL,"₹4.76 Lakh
₹5.94 Lakh
(1.18L off)"
6142,2020 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,2020,"48,172 KM",PETROL,AUTOMATIC,"₹6.68 Lakh
₹7.39 Lakh
(71k off)"
6143,2017 Hyundai Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,2017,"99,987 KM",CNG,MANUAL,₹4.28 Lakh
6144,2017 Honda City 1.5L I-VTEC VX,2017,"42,958 KM",PETROL,MANUAL,"₹7.62 Lakh
₹8.24 Lakh
(62k off)"
6145,2018 Maruti Baleno ALPHA CVT PETROL 1.2,2018,"95,220 KM",PETROL,AUTOMATIC,"₹5.93 Lakh
₹6.97 Lakh
(1.04L off)"
6146,2022 Tata NEXON XZ PLUS (O) PETROL DARK EDITION,2022,"27,194 KM",PETROL,MANUAL,"₹10.58 Lakh
₹11.61 Lakh
(1.03L off)"
6147,2017 Honda City 1.5L I-VTE V CVT,2017,"68,950 KM",PETROL,AUTOMATIC,"₹6.88 Lakh
₹7.76 Lakh
(88k off)"
6148,2021 Maruti S PRESSO VXI+,2021,"12,655 KM",PETROL,MANUAL,"₹4.23 Lakh
₹4.76 Lakh
(53k off)"
6149,2019 Hyundai Elite i20 ASTA 1.2 (O),2019,"6,402 KM",PETROL,MANUAL,"₹7.35 Lakh
₹7.94 Lakh
(59k off)"
6150,2012 Honda Jazz 1.2L I-VTEC SELECT,2012,"63,333 KM",PETROL,MANUAL,₹2.87 Lakh
6151,2020 Honda City 1.5L I-VTEC VX CVT,2020,"43,906 KM",PETROL,AUTOMATIC,₹10.82 Lakh
6152,2021 Maruti S PRESSO VXI PLUS AMT,2021,"20,753 KM",PETROL,AUTOMATIC,"₹4.81 Lakh
₹5.29 Lakh
(48k off)"
6153,2016 Mahindra XUV500 W6 AT,2016,"65,314 KM",DIESEL,AUTOMATIC,"₹10.07 Lakh
₹11.44 Lakh
(1.37L off)"
6154,2018 Mahindra XUV500 W7,2018,"1,03,637 KM",DIESEL,MANUAL,"₹10.56 Lakh
₹12.55 Lakh
(1.99L off)"
6155,2022 Hyundai VENUE SX 1.0 (O) TURBO IMT,2022,"18,093 KM",PETROL,MANUAL,"₹10.24 Lakh
₹11.37 Lakh
(1.13L off)"
